A/C No	 Balance
9746	95239.78
9747	170896.48
9748	388297.03
9749	282819.72
9750	120102.30
9751	61696.80
9752	219142.56
9753	42076.11
9754	595137.19
9755	380471.00
9756	23055.76
9757	345982.38
9758	471628.97
9759	10360.75
9760	284629.94
9761	9089.91
9762	230992.05
9763	115789.29
9764	90503.39
9765	34489.27
9766	111142.91
9767	13693.32
9768	379931.50
9769	71391.40
9770	212982.05
9771	332175.12
9772	445906.72
9773	125264.46
9774	49776.42
9775	395065.00
9776	19629.53
9777	239042.91
9778	126031.71
9779	1721.45
9780	18397.94
9781	167531.72
9782	38296.26
9783	47243.15
9784	402957.69
9785	74789.30
9786	24629.55
9787	29111.01
9788	238919.05
9789	95495.19
9790	197884.97
9791	46813.02
9792	156336.39
9793	86491.18
9794	119910.39
9795	106979.91
9796	193231.78
9797	351189.66
9798	118826.81
9799	94904.84
9800	236442.25
9801	208988.66
9802	509216.84
9803	83375.94
9804	98096.61
9805	398264.34
9806	74077.51
9807	48548.79
9808	71160.79
9809	13045.14
9810	214417.86
9811	5028.56
9812	9494.40
9813	187327.59
9814	273895.72
9815	166457.44
9816	27102.16
9817	129285.75
9818	13184.92
9819	3427.15
9820	15438.46
9821	89024.52
9822	299541.91
9823	365045.12
9824	182371.45
9825	66111.50
9826	140105.11
9827	135189.73
9828	29814.03
9829	85040.38
9830	149454.47
9831	92938.88
9832	235686.20
9833	135525.52
9834	76409.56
9835	100740.98
9836	106263.32
9837	1763.44
9838	19214.16
9839	262099.38
9840	12210.64
9841	42101.91
9842	111105.29
9843	19927.30
9844	37265.75
9845	236133.30
9846	64026.05
9847	22556.01
9848	129226.23
9849	221207.48
9850	185466.06
9851	117637.36
9852	146900.25
9853	106210.20
9854	160975.91
9855	2529.47
9856	124121.07
9857	200529.02
9858	331604.12
9859	79227.52
9860	33287.80
9861	57385.41
9862	164707.20
9863	4431.06
9864	3208.83
9865	140254.59
9866	287459.56
9867	75150.41
9868	306473.41
9869	249865.23
9870	69073.12
9871	411559.97
9872	176142.44
9873	42015.82
9874	29397.33
9875	439522.81
9876	102635.68
9877	14761.74
9878	158396.59
9879	53653.95
9880	164654.69
9881	48376.41
9882	18793.08
9883	4729.02
9884	88012.18
9885	6786.78
9886	18127.09
9887	110918.41
9888	86220.90
9889	253898.58
9890	134660.83
9891	36478.66
9892	138728.42
9893	1438.16
9894	58342.16
9895	175113.58
9896	117090.20
9897	76947.84
9898	31052.46
9899	261752.27
9900	298555.12
9901	125036.50
9902	109984.62
9903	127112.12
9904	99927.58
9905	146690.11
9906	21361.10
9907	8161.90
9908	677695.25
9909	142159.67
9910	15487.57
9911	71336.59
9912	127100.65
9913	283373.50
9914	11248.38
9915	272215.47
9916	404749.00
9917	368927.84
9918	18881.86
9919	76440.43
9920	143639.56
9921	112589.23
9922	53787.05
9923	10883.02
9924	45364.30
9925	532516.56
9926	33595.88
9927	58874.11
9928	380660.19
9929	87517.77
9930	164897.06
9931	214042.05
9932	104453.35
9933	87917.95
9934	365116.84
9935	397663.84
9936	155438.64
9937	159564.67
9938	326557.44
9939	285351.12
9940	367783.78
9941	139766.36
9942	214036.47
9943	254805.16
9944	129260.22
9945	45404.25
9946	85183.36
9947	259235.09
9948	197756.22
9949	98391.05
9950	32421.11
9951	131989.30
9952	294814.16
9953	159416.19
9954	56902.80
9955	141254.81
9956	361572.03
9957	90279.77
9958	71826.16
9959	148408.50
9960	149168.20
9961	67445.24
9962	348256.16
9963	724561.88
9964	77606.38
9965	63441.77
9966	51350.30
9967	243180.64
9968	121541.35
9969	16039.86
9970	42119.95
9971	141335.16
9972	258309.52
9973	190228.91
9974	156107.09
9975	13587.96
9976	394467.16
9977	177841.66
9978	66563.74
9979	33688.77
9980	238610.42
9981	12488.18
9982	109394.87
9983	228017.55
9984	225192.80
9985	33871.08
9986	283.90
9987	271110.31
9988	995.21
9989	170406.06
9990	222081.58
9991	412985.81
9992	610649.00
9993	94338.79
9994	20551.09
9995	16952.15
9996	124632.93
9997	22709.96
9998	113183.75
9999	530806.88
10000	134470.97
10001	250010.25
10002	294450.25
10003	77462.78
10004	253731.97
10005	96702.84
10006	180681.59
10007	560145.50
10008	19351.38
10009	70457.47
10010	139309.81
10011	9653.96
10012	72280.57
10013	196796.59
10014	37742.16
10015	7507.15
10016	180092.28
10017	82874.88
10018	137512.50
10019	570050.38
10020	102586.70
10021	293409.59
10022	244960.81
10023	223385.08
10024	23157.48
10025	60214.95
10026	45520.59
10027	172634.30
10028	486868.44
10029	55573.09
10030	89486.73
10031	110420.85
10032	92367.20
10033	92635.68
10034	79715.08
10035	79725.18
10036	300300.50
10037	45403.96
10038	11673.53
10039	29688.16
10040	266056.84
10041	106529.70
10042	139083.78
10043	82970.56
10044	8927.29
10045	91267.28
10046	424109.47
10047	17486.58
10048	106817.54
10049	188774.78
10050	72590.73
10051	12149.25
10052	38058.80
10053	63659.70
10054	17304.53
10055	145163.16
10056	384975.62
10057	74237.00
10058	218007.39
10059	256475.61
10060	151323.27
10061	71795.94
10062	38907.24
10063	28339.29
10064	210008.83
10065	169352.50
10066	13301.63
10067	54338.71
10068	162979.23
10069	116111.32
10070	332444.94
10071	36559.81
10072	35010.28
10073	4051.58
10074	124263.76
10075	64353.74
10076	23308.40
10077	92901.01
10078	297513.28
10079	169829.53
10080	52177.47
10081	79608.58
10082	219006.80
10083	162616.36
10084	71893.96
10085	92395.56
10086	35835.71
10087	170619.69
10088	13769.98
10089	73922.19
10090	329550.81
10091	649.87
10092	323394.84
10093	263574.88
10094	107238.23
10095	6381.74
10096	846.38
10097	326063.69
10098	327026.62
10099	81494.68
10100	344729.59
10101	111770.13
10102	546472.81
10103	25906.74
10104	236152.81
10105	252422.70
10106	51541.34
10107	322751.84
10108	20251.40
10109	108562.14
10110	49247.61
10111	71924.69
10112	368862.53
10113	215981.92
10114	296215.16
10115	64920.06
10116	217082.22
10117	3868.18
10118	390926.72
10119	20242.76
10120	324527.16
10121	42178.14
10122	208755.94
10123	188478.56
10124	741.07
10125	6032.78
10126	23866.58
10127	85624.04
10128	202426.70
10129	45306.46
10130	85624.79
10131	56636.19
10132	66642.26
10133	304524.06
10134	88596.50
10135	41011.34
10136	64090.18
10137	244418.34
10138	345382.91
10139	37249.44
10140	122943.29
10141	235143.45
10142	77365.91
10143	132976.66
10144	206760.19
10145	40534.85
10146	176939.23
10147	266599.91
10148	47216.51
10149	124256.95
10150	222019.31
10151	112820.88
10152	508398.97
10153	201969.95
10154	6017.34
10155	329593.66
10156	132279.17
10157	117548.04
10158	120552.33
10159	2455.20
10160	209391.80
10161	26282.04
10162	124873.25
10163	391056.47
10164	410197.31
10165	35044.84
10166	156323.78
10167	50955.39
10168	171950.36
10169	144976.42
10170	391721.56
10171	57039.96
10172	90394.12
10173	55158.78
10174	452815.06
10175	120870.38
10176	115987.75
10177	192925.59
10178	112382.81
10179	82837.06
10180	487091.06
10181	189946.09
10182	284505.75
10183	10920.74
10184	126926.39
10185	196599.55
10186	105960.29
10187	312228.38
10188	52918.79
10189	159982.91
10190	55127.91
10191	243565.42
10192	79510.69
10193	18719.63
10194	242281.17
10195	133875.27
10196	36685.91
10197	112888.84
10198	253463.41
10199	8542.00
10200	23481.53
10201	2544.39
10202	116563.66
10203	8894.85
10204	75584.44
10205	328452.81
10206	248576.02
10207	460332.91
10208	71122.44
10209	64604.04
10210	3689.24
10211	244364.48
10212	167179.41
10213	184882.22
10214	37753.95
10215	61066.00
10216	199266.88
10217	319233.97
10218	24307.70
10219	181220.92
10220	3657.58
10221	332888.03
10222	119726.96
10223	24150.29
10224	41133.78
10225	94272.41
10226	28268.32
10227	86635.28
10228	176577.78
10229	23182.72
10230	3048.09
10231	174810.02
10232	248141.36
10233	145909.19
10234	64693.65
10235	240263.19
10236	92125.29
10237	146047.55
10238	357116.69
10239	7019.28
10240	200878.64
10241	20817.97
10242	518996.44
10243	21785.02
10244	158310.47
10245	25285.59
10246	307016.84
10247	154610.16
10248	196317.56
10249	57118.46
10250	432062.28
10251	99310.05
10252	12518.12
10253	31283.47
10254	87888.56
10255	19390.37
10256	87008.84
10257	169084.75
10258	27367.11
10259	3675.43
10260	257962.64
10261	118736.24
10262	14662.26
10263	135227.02
10264	199366.12
10265	254.72
10266	40073.86
10267	26727.96
10268	80976.69
10269	13020.48
10270	37329.16
10271	41091.09
10272	54762.67
10273	136589.62
10274	209221.84
10275	154386.39
10276	100372.31
10277	27155.59
10278	312414.62
10279	45878.12
10280	313836.28
10281	297564.59
10282	101733.70
10283	179540.39
10284	406940.91
10285	12973.15
10286	221090.75
10287	163054.53
10288	266308.62
10289	17827.95
10290	20852.24
10291	10924.18
10292	424297.91
10293	7776.28
10294	115150.70
10295	116831.26
10296	75374.20
10297	59388.99
10298	177784.05
10299	21316.51
10300	12311.12
10301	6014.27
10302	32557.29
10303	54534.54
10304	23031.78
10305	21782.62
10306	94771.14
10307	2399.50
10308	601176.62
10309	103735.84
10310	22263.04
10311	186220.61
10312	76736.12
10313	352538.25
10314	280004.12
10315	277820.50
10316	16485.12
10317	159980.17
10318	310941.44
10319	60740.63
10320	8383.51
10321	175359.92
10322	234553.64
10323	127522.73
10324	18353.79
10325	183456.67
10326	168830.77
10327	168595.77
10328	22748.96
10329	49033.57
10330	249144.53
10331	771.54
10332	20753.78
10333	141772.67
10334	7823.73
10335	97503.42
10336	18530.47
10337	344078.69
10338	306513.47
10339	43835.28
10340	34139.31
10341	368127.69
10342	18473.52
10343	135039.31
10344	430213.28
10345	25755.17
10346	44209.32
10347	12402.34
10348	25281.14
10349	3759.29
10350	75009.92
10351	38069.20
10352	51509.55
10353	244193.69
10354	14128.88
10355	61849.41
10356	58579.73
10357	47557.46
10358	136780.17
10359	203481.08
10360	140017.22
10361	2915.93
10362	59390.98
10363	135451.23
10364	26716.03
10365	197957.19
10366	165322.69
10367	36948.02
10368	405882.62
10369	255799.30
10370	432174.25
10371	121467.16
10372	70133.81
10373	174487.53
10374	320373.81
10375	12398.88
10376	81795.76
10377	313154.56
10378	201912.55
10379	363097.56
10380	17050.42
10381	8041.30
10382	167106.08
10383	3147.66
10384	50662.28
10385	238544.72
10386	457343.88
10387	229865.80
10388	154494.97
10389	6927.48
10390	337852.88
10391	37568.40
10392	139381.23
10393	9315.93
10394	99350.37
10395	35859.91
10396	2379.98
10397	394073.84
10398	7664.55
10399	63344.48
10400	443252.25
10401	71028.39
10402	228533.45
10403	111456.16
10404	328824.78
10405	41897.02
10406	184953.59
10407	109916.09
10408	9125.05
10409	369080.59
10410	47093.73
10411	165128.92
10412	65330.41
10413	17977.91
10414	12601.33
10415	160623.98
10416	214252.47
10417	57926.33
10418	64198.14
10419	153369.92
10420	238217.28
10421	405282.88
10422	119702.83
10423	29194.74
10424	4554.01
10425	53498.40
10426	321707.59
10427	109646.64
10428	321048.34
10429	207015.22
10430	641300.62
10431	9036.02
10432	2659.83
10433	282442.62
10434	200849.19
10435	579981.44
10436	171397.88
10437	211394.20
10438	111619.74
10439	29625.71
10440	300282.00
10441	62185.63
10442	185659.55
10443	287090.06
10444	257550.25
10445	247042.22
10446	187207.91
10447	119501.53
10448	261256.14
10449	9857.70
10450	147573.95
10451	106393.12
10452	182484.28
10453	95712.07
10454	51478.00
10455	156768.38
10456	19794.62
10457	93871.85
10458	138702.55
10459	361808.31
10460	264202.66
10461	80368.73
10462	163151.78
10463	121477.30
10464	32267.51
10465	67106.92
10466	32761.60
10467	41128.38
10468	171327.72
10469	19041.56
10470	91570.08
10471	581.81
10472	98104.87
10473	20315.01
10474	217538.59
10475	7503.90
10476	110466.37
10477	35378.76
10478	245647.20
10479	97855.07
10480	28304.73
10481	71927.66
10482	139768.77
10483	13027.67
10484	7828.63
10485	27370.41
10486	50241.27
10487	209939.66
10488	52405.58
10489	70472.97
10490	136241.62
10491	45092.70
10492	140975.92
10493	120728.27
10494	62093.54
10495	69201.92
10496	231914.17
10497	193024.48
10498	163854.36
10499	2531.10
10500	109495.77
10501	82178.66
10502	304635.94
10503	51845.95
10504	78022.16
10505	121704.41
10506	241137.94
10507	79915.82
10508	318872.69
10509	67082.46
10510	191085.56
10511	264046.09
10512	13719.83
10513	2585.06
10514	410649.09
10515	27050.34
10516	1614.34
10517	30045.80
10518	7036.98
10519	29080.86
10520	107576.74
10521	29652.32
10522	401025.75
10523	115114.84
10524	51798.57
10525	37988.33
10526	44904.45
10527	34531.14
10528	64906.18
10529	11820.32
10530	138583.64
10531	222843.66
10532	4720.63
10533	267868.81
10534	35001.97
10535	163391.44
10536	15656.19
10537	263469.81
10538	278035.09
10539	256551.06
10540	36256.97
10541	108688.47
10542	193722.53
10543	111537.47
10544	178045.67
10545	185330.58
10546	3846.10
10547	72860.84
10548	21885.44
10549	116319.53
10550	132419.20
10551	295541.09
10552	7419.21
10553	32319.24
10554	3342.13
10555	280124.66
10556	7020.38
10557	584642.94
10558	46702.82
10559	22011.13
10560	296774.91
10561	68771.91
10562	21851.51
10563	835.90
10564	595540.31
10565	397.03
10566	289966.75
10567	188367.28
10568	257428.28
10569	467268.91
10570	124742.76
10571	122252.32
10572	62003.66
10573	132600.06
10574	250772.09
10575	83573.15
10576	393519.22
10577	178792.33
10578	7322.72
10579	363547.22
10580	17135.41
10581	315869.25
10582	32152.67
10583	220718.56
10584	16719.30
10585	421665.41
10586	216468.08
10587	2729.50
10588	205939.33
10589	79647.70
10590	588591.44
10591	1186.12
10592	390052.91
10593	99000.16
10594	63783.03
10595	8122.27
10596	62744.75
10597	124237.70
10598	73927.62
10599	13503.73
10600	204374.58
10601	130536.98
10602	111247.03
10603	96205.17
10604	243557.44
10605	337557.72
10606	100493.63
10607	8426.43
10608	111316.59
10609	248264.41
10610	645484.75
10611	84350.05
10612	135891.45
10613	57549.50
10614	177850.52
10615	276894.53
10616	194825.08
10617	83631.64
10618	180449.58
10619	370088.78
10620	261716.16
10621	52335.81
10622	72033.52
10623	455711.22
10624	132282.36
10625	214339.52
10626	3675.30
10627	103631.51
10628	215436.48
10629	69939.87
10630	216907.56
10631	2569.05
10632	10207.05
10633	246758.77
10634	162383.89
10635	28612.23
10636	192192.23
10637	33384.58
10638	112792.23
10639	32805.71
10640	16516.10
10641	69978.71
10642	35339.47
10643	388946.81
10644	100003.11
10645	342300.09
10646	112674.84
10647	181293.08
10648	340554.47
10649	178618.12
10650	25619.59
10651	151781.62
10652	72471.60
10653	74233.03
10654	60520.89
10655	217464.42
10656	42612.98
10657	279448.28
10658	195595.45
10659	113883.73
10660	16730.34
10661	68462.71
10662	94062.88
10663	352061.12
10664	203340.78
10665	57959.79
10666	257248.61
10667	72019.16
10668	241075.25
10669	425964.31
10670	213402.34
10671	264711.84
10672	73582.79
10673	15981.68
10674	6300.06
10675	143561.92
10676	36839.68
10677	218766.70
10678	193711.23
10679	413829.12
10680	272910.09
10681	483262.22
10682	63602.55
10683	47371.26
10684	226507.75
10685	4251.06
10686	441011.44
10687	308304.56
10688	63067.14
10689	358716.25
10690	12151.45
10691	187596.56
10692	330427.00
10693	25170.32
10694	51529.71
10695	154207.58
10696	30004.23
10697	142437.39
10698	85750.47
10699	170150.25
10700	38708.23
10701	50510.17
10702	1464.76
10703	726146.62
10704	11747.03
10705	94531.60
10706	427149.78
10707	256932.34
10708	13619.88
10709	293515.50
10710	110571.79
10711	89459.38
10712	25238.10
10713	52175.39
10714	27080.05
10715	18499.29
10716	312058.84
10717	252142.80
10718	19849.97
10719	83062.42
10720	194219.12
10721	95936.58
10722	182187.95
10723	47627.35
10724	56476.60
10725	16074.25
10726	150257.08
10727	261319.89
10728	388721.00
10729	229553.48
10730	43236.67
10731	12669.81
10732	46690.14
10733	287914.97
10734	112057.88
10735	74141.46
10736	240417.09
10737	84117.70
10738	20963.09
10739	218913.42
10740	441036.41
10741	358012.84
10742	431936.56
10743	517451.41
10744	36377.06
10745	60416.95
10746	277858.06
10747	169839.03
10748	47372.20
10749	58668.41
10750	233067.39
10751	151371.73
10752	26411.78
10753	76600.64
10754	26399.03
10755	100882.09
10756	280832.03
10757	43654.40
10758	174849.58
10759	19828.55
10760	3276.59
10761	13973.02
10762	594647.25
10763	30089.96
10764	114832.05
10765	1425.25
10766	11651.27
10767	162185.31
10768	212196.23
10769	104236.90
10770	482789.53
10771	41825.15
10772	123995.98
10773	48698.63
10774	73946.78
10775	199979.86
10776	117764.34
10777	18491.31
10778	161651.58
10779	55324.80
10780	270227.78
10781	20387.04
10782	82782.10
10783	58513.48
10784	249353.72
10785	14421.63
10786	335425.16
10787	138434.91
10788	2540.23
10789	241.99
10790	102049.73
10791	251408.20
10792	46626.21
10793	312741.97
10794	282347.66
10795	62827.16
10796	87747.19
10797	53446.80
10798	334547.19
10799	106886.99
10800	36717.47
10801	73732.10
10802	17439.35
10803	267275.53
10804	106811.10
10805	20632.90
10806	507754.56
10807	194203.83
10808	48420.09
10809	11775.61
10810	134351.19
10811	23397.49
10812	235179.73
10813	7018.94
10814	289779.81
10815	127108.49
10816	50207.55
10817	184436.83
10818	225213.23
10819	31001.39
10820	62553.81
10821	111470.35
10822	191583.50
10823	113024.09
10824	80876.97
10825	264407.91
10826	68119.48
10827	52972.46
10828	301456.78
10829	66904.33
10830	23436.95
10831	65331.16
10832	29655.55
10833	161301.92
10834	27653.40
10835	64151.86
10836	106707.05
10837	43825.75
10838	84995.61
10839	219929.94
10840	82491.81
10841	463771.94
10842	1674.28
10843	50542.64
10844	470421.53
10845	16048.25
10846	80946.32
10847	23254.11
10848	244152.33
10849	295947.44
10850	9678.60
10851	91519.17
10852	39272.71
10853	67716.55
10854	5374.61
10855	30735.11
10856	125737.52
10857	106503.27
10858	55584.18
10859	162066.22
10860	6691.77
10861	633.96
10862	19805.73
10863	20806.36
10864	256193.02
10865	140687.53
10866	164165.33
10867	233953.38
10868	34554.77
10869	24715.45
10870	29372.25
10871	90520.28
10872	93064.57
10873	481988.12
10874	32276.88
10875	121573.65
10876	42252.84
10877	63695.51
10878	157899.86
10879	193607.44
10880	120334.05
10881	41368.27
10882	89331.58
10883	19679.27
10884	171250.02
10885	302012.66
10886	20648.31
10887	68447.45
10888	205782.08
10889	18401.02
10890	25326.29
10891	137022.62
10892	158515.28
10893	47007.26
10894	21964.11
10895	106577.74
10896	154661.25
10897	213609.41
10898	21603.80
10899	42551.44
10900	139101.08
10901	185984.98
10902	97839.48
10903	239203.28
10904	579667.38
10905	132569.39
10906	258539.73
10907	83157.39
10908	59130.51
10909	27240.99
10910	37313.93
10911	10038.15
10912	119405.15
10913	22324.77
10914	181029.64
10915	73625.52
10916	48667.64
10917	3335.49
10918	58659.93
10919	190100.27
10920	9542.60
10921	437288.06
10922	132986.69
10923	426668.09
10924	360343.81
10925	440808.69
10926	27668.52
10927	270724.97
10928	175903.16
10929	72384.25
10930	7522.35
10931	130898.01
10932	10992.04
10933	136941.36
10934	114825.84
10935	256732.28
10936	591701.56
10937	142182.77
10938	38696.99
10939	44763.94
10940	59679.96
10941	80360.87
10942	153485.48
10943	69714.61
10944	114106.98
10945	253849.19
10946	1329.53
10947	825.63
10948	167265.91
10949	356598.31
10950	213673.62
10951	437370.25
10952	298946.28
10953	294925.38
10954	22313.37
10955	31506.46
10956	11682.61
10957	254998.31
10958	5459.11
10959	344156.75
10960	70033.87
10961	143370.41
10962	374440.44
10963	48806.94
10964	51657.82
10965	2109.53
10966	20128.95
10967	26342.25
10968	188639.89
10969	184552.91
10970	38186.88
10971	222191.17
10972	21421.09
10973	15961.33
10974	42399.49
10975	13731.97
10976	85287.24
10977	160495.31
10978	11884.47
10979	48863.04
10980	242967.88
10981	4349.62
10982	156162.62
10983	145045.62
10984	11379.51
10985	289725.31
10986	4814.36
10987	88757.20
10988	153814.28
10989	15795.71
10990	5220.49
10991	186271.39
10992	54321.73
10993	181085.00
10994	22552.58
10995	134506.58
10996	241830.50
10997	28462.70
10998	61205.35
10999	11486.59
11000	184855.22
